region,provincia,comuna,dc,nom_distrito,hombre_18-19,hombre_20-24,hombre_25-29,hombre_30-34,hombre_35-39,hombre_40-44,hombre_45-49,hombre_50-54,hombre_55-59,hombre_60-64,hombre_65-69,hombre_70-74,hombre_75-79,hombre_80-84,mujer_18-19,mujer_20-24,mujer_25-29,mujer_30-34,mujer_35-39,mujer_40-44,mujer_45-49,mujer_50-54,mujer_55-59,mujer_60-64,mujer_65-69,mujer_70-74,mujer_75-79,mujer_80-84,hombre_18-19,hombre_20-24,hombre_25-29,hombre_30-34,hombre_35-39,hombre_40-44,hombre_45-49,hombre_50-54,hombre_55-59,hombre_60-64,hombre_65-69,hombre_70-74,hombre_75-79,hombre_80-84,mujer_18-19,mujer_20-24,mujer_25-29,mujer_30-34,mujer_35-39,mujer_40-44,mujer_45-49,mujer_50-54,mujer_55-59,mujer_60-64,mujer_65-69,mujer_70-74,mujer_75-79,mujer_80-84,hombre_18-19,hombre_20-24,hombre_25-29,hombre_30-34,hombre_35-39,hombre_40-44,hombre_45-49,hombre_50-54,hombre_55-59,hombre_60-64,hombre_65-69,hombre_70-74,hombre_75-79,hombre_80-84,mujer_18-19,mujer_20-24,mujer_25-29,mujer_30-34,mujer_35-39,mujer_40-44,mujer_45-49,mujer_50-54,mujer_55-59,mujer_60-64,mujer_65-69,mujer_70-74,mujer_75-79,mujer_80-84
13,131,13119,14,LAS LOMAS,837,2230,2078,1651,1522,1878,1964,1916,1477,921,573,374,163,94,884,2069,2095,1721,1797,2369,2297,2198,1671,1104,722,483,319,223,837,2230,2078,1651,1522,1878,1964,1916,1477,921,573,374,163,94,884,2069,2095,1721,1797,2369,2297,2198,1671,1104,722,483,319,223,837,2230,2078,1651,1522,1878,1964,1916,1477,921,573,374,163,94,884,2069,2095,1721,1797,2369,2297,2198,1671,1104,722,483,319,223
13,131,13119,15,ESQUINA BLANCA,15,53,46,39,33,35,45,53,43,36,24,20,21,12,17,49,27,41,29,40,52,56,47,38,34,35,29,24,15,53,46,39,33,35,45,53,43,36,24,20,21,12,17,49,27,41,29,40,52,56,47,38,34,35,29,24,15,53,46,39,33,35,45,53,43,36,24,20,21,12,17,49,27,41,29,40,52,56,47,38,34,35,29,24
13,131,13119,16,NUEVA SAN MARTÍN,172,546,697,611,398,355,283,386,612,500,359,181,128,59,165,506,691,597,461,401,354,554,754,622,383,230,166,109,172,546,697,611,398,355,283,386,612,500,359,181,128,59,165,506,691,597,461,401,354,554,754,622,383,230,166,109,172,546,697,611,398,355,283,386,612,500,359,181,128,59,165,506,691,597,461,401,354,554,754,622,383,230,166,109
13,131,13119,17,SAN JOSÉ,366,1110,1011,651,469,448,541,963,877,510,324,176,84,47,355,1041,880,624,518,505,813,1206,1018,610,329,221,136,100,366,1110,1011,651,469,448,541,963,877,510,324,176,84,47,355,1041,880,624,518,505,813,1206,1018,610,329,221,136,100,366,1110,1011,651,469,448,541,963,877,510,324,176,84,47,355,1041,880,624,518,505,813,1206,1018,610,329,221,136,100
13,131,13119,18,EL CARMEN,645,1472,1306,1056,960,1110,1256,1283,1017,623,290,175,112,45,582,1472,1307,1062,1149,1394,1540,1489,1124,645,428,260,161,107,645,1472,1306,1056,960,1110,1256,1283,1017,623,290,175,112,45,582,1472,1307,1062,1149,1394,1540,1489,1124,645,428,260,161,107,645,1472,1306,1056,960,1110,1256,1283,1017,623,290,175,112,45,582,1472,1307,1062,1149,1394,1540,1489,1124,645,428,260,161,107
13,131,13119,19,EL BOSQUE,698,1965,1879,1529,1324,1218,1267,1727,1457,879,470,243,120,93,665,1848,1883,1640,1436,1419,1696,2105,1623,927,491,373,243,178,698,1965,1879,1529,1324,1218,1267,1727,1457,879,470,243,120,93,665,1848,1883,1640,1436,1419,1696,2105,1623,927,491,373,243,178,698,1965,1879,1529,1324,1218,1267,1727,1457,879,470,243,120,93,665,1848,1883,1640,1436,1419,1696,2105,1623,927,491,373,243,178
13,131,13119,20,LOS PAJARITOS,814,2330,1990,1278,1003,1030,1587,2069,1739,1121,644,420,236,111,843,2189,1935,1287,1067,1329,2104,2686,2085,1319,807,582,384,251,814,2330,1990,1278,1003,1030,1587,2069,1739,1121,644,420,236,111,843,2189,1935,1287,1067,1329,2104,2686,2085,1319,807,582,384,251,814,2330,1990,1278,1003,1030,1587,2069,1739,1121,644,420,236,111,843,2189,1935,1287,1067,1329,2104,2686,2085,1319,807,582,384,251
13,131,13119,21,LAS PARCELAS,234,739,869,572,434,421,378,527,762,584,387,204,117,72,234,670,799,576,476,416,519,825,900,762,442,273,185,144,234,739,869,572,434,421,378,527,762,584,387,204,117,72,234,670,799,576,476,416,519,825,900,762,442,273,185,144,234,739,869,572,434,421,378,527,762,584,387,204,117,72,234,670,799,576,476,416,519,825,900,762,442,273,185,144
13,131,13119,22,SIMÓN BOLIVAR,156,547,612,511,444,321,236,338,532,540,372,177,90,48,184,509,571,462,428,350,336,490,766,638,423,243,152,94,156,547,612,511,444,321,236,338,532,540,372,177,90,48,184,509,571,462,428,350,336,490,766,638,423,243,152,94,156,547,612,511,444,321,236,338,532,540,372,177,90,48,184,509,571,462,428,350,336,490,766,638,423,243,152,94
13,131,13119,23,CIUDAD SATÉLITE,426,1098,1007,770,827,896,838,925,953,601,353,217,122,80,444,1084,992,808,1030,1072,1013,1135,1065,672,423,289,226,148,426,1098,1007,770,827,896,838,925,953,601,353,217,122,80,444,1084,992,808,1030,1072,1013,1135,1065,672,423,289,226,148,426,1098,1007,770,827,896,838,925,953,601,353,217,122,80,444,1084,992,808,1030,1072,1013,1135,1065,672,423,289,226,148
13,131,13120,1,SIMÓN BOLIVAR,261,780,1048,1685,1533,1195,859,784,628,540,433,360,282,167,304,786,1271,1917,1718,1345,972,909,877,888,734,615,474,326,261,780,1048,1685,1533,1195,859,784,628,540,433,360,282,167,304,786,1271,1917,1718,1345,972,909,877,888,734,615,474,326,261,780,1048,1685,1533,1195,859,784,628,540,433,360,282,167,304,786,1271,1917,1718,1345,972,909,877,888,734,615,474,326
13,131,13120,2,PUCARÁ,263,643,870,1046,962,704,571,535,508,450,382,286,224,135,228,615,924,1119,976,849,710,696,732,652,510,490,330,258,263,643,870,1046,962,704,571,535,508,450,382,286,224,135,228,615,924,1119,976,849,710,696,732,652,510,490,330,258,263,643,870,1046,962,704,571,535,508,450,382,286,224,135,228,615,924,1119,976,849,710,696,732,652,510,490,330,258
13,131,13120,3,PLAZA LOS GUINDOS,92,274,370,433,411,310,227,221,223,179,164,131,77,71,109,290,359,494,438,346,297,325,314,247,250,191,141,97,92,274,370,433,411,310,227,221,223,179,164,131,77,71,109,290,359,494,438,346,297,325,314,247,250,191,141,97,92,274,370,433,411,310,227,221,223,179,164,131,77,71,109,290,359,494,438,346,297,325,314,247,250,191,141,97
13,131,13120,4,CHACRA VALPARAÍSO,207,618,844,944,732,575,465,452,572,408,271,208,143,152,217,629,869,996,775,624,570,694,754,612,419,359,335,352,207,618,844,944,732,575,465,452,572,408,271,208,143,152,217,629,869,996,775,624,570,694,754,612,419,359,335,352,207,618,844,944,732,575,465,452,572,408,271,208,143,152,217,629,869,996,775,624,570,694,754,612,419,359,335,352
13,131,13120,5,PLAZA ÑUÑOA,147,403,518,662,560,444,356,305,289,287,203,170,123,82,160,362,570,694,566,531,444,412,406,418,328,287,192,172,147,403,518,662,560,444,356,305,289,287,203,170,123,82,160,362,570,694,566,531,444,412,406,418,328,287,192,172,147,403,518,662,560,444,356,305,289,287,203,170,123,82,160,362,570,694,566,531,444,412,406,418,328,287,192,172
13,131,13120,6,SANTA JULIA,207,669,680,561,511,493,486,518,470,303,226,274,231,182,246,632,674,605,564,549,618,667,569,432,420,444,421,347,207,669,680,561,511,493,486,518,470,303,226,274,231,182,246,632,674,605,564,549,618,667,569,432,420,444,421,347,207,669,680,561,511,493,486,518,470,303,226,274,231,182,246,632,674,605,564,549,618,667,569,432,420,444,421,347
13,131,13120,7,PLAZA ZAÑARTU,255,708,847,972,988,777,617,581,567,466,411,262,198,141,273,690,946,1053,985,877,730,731,773,731,574,476,353,307,255,708,847,972,988,777,617,581,567,466,411,262,198,141,273,690,946,1053,985,877,730,731,773,731,574,476,353,307,255,708,847,972,988,777,617,581,567,466,411,262,198,141,273,690,946,1053,985,877,730,731,773,731,574,476,353,307
13,131,13120,8,ESTADIO NACIONAL,150,385,417,346,285,260,270,405,452,310,201,114,93,84,120,362,394,302,263,264,323,386,430,335,246,168,152,181,150,385,417,346,285,260,270,405,452,310,201,114,93,84,120,362,394,302,263,264,323,386,430,335,246,168,152,181,150,385,417,346,285,260,270,405,452,310,201,114,93,84,120,362,394,302,263,264,323,386,430,335,246,168,152,181
13,131,13120,9,PISCINA MUNDT,155,452,673,707,526,367,321,311,311,266,181,135,75,54,140,469,719,684,532,369,328,391,459,344,233,208,156,148,155,452,673,707,526,367,321,311,311,266,181,135,75,54,140,469,719,684,532,369,328,391,459,344,233,208,156,148,155,452,673,707,526,367,321,311,311,266,181,135,75,54,140,469,719,684,532,369,328,391,459,344,233,208,156,148
13,131,13120,10,CRESCENTE ERRÁZURIZ,261,684,1047,1383,1364,999,720,623,528,441,369,299,207,130,246,756,1223,1536,1506,1099,804,743,695,667,560,444,358,287,261,684,1047,1383,1364,999,720,623,528,441,369,299,207,130,246,756,1223,1536,1506,1099,804,743,695,667,560,444,358,287,261,684,1047,1383,1364,999,720,623,528,441,369,299,207,130,246,756,1223,1536,1506,1099,804,743,695,667,560,444,358,287
13,131,13120,11,HOSPITAL DE CARABINEROS,187,536,907,1209,1168,885,554,419,420,319,249,198,143,95,174,616,1038,1385,1290,956,613,529,512,509,406,353,236,188,187,536,907,1209,1168,885,554,419,420,319,249,198,143,95,174,616,1038,1385,1290,956,613,529,512,509,406,353,236,188,187,536,907,1209,1168,885,554,419,420,319,249,198,143,95,174,616,1038,1385,1290,956,613,529,512,509,406,353,236,188
13,131,13121,1,LA VICTORIA,160,568,683,489,446,314,325,487,544,438,251,156,104,74,180,539,584,489,389,331,384,542,603,455,298,182,156,178,160,568,683,489,446,314,325,487,544,438,251,156,104,74,180,539,584,489,389,331,384,542,603,455,298,182,156,178,160,568,683,489,446,314,325,487,544,438,251,156,104,74,180,539,584,489,389,331,384,542,603,455,298,182,156,178
13,131,13121,2,ESTADIO YARUR,174,566,531,432,328,376,389,474,431,313,249,190,173,106,165,486,511,381,345,384,436,547,462,384,343,287,248,206,174,566,531,432,328,376,389,474,431,313,249,190,173,106,165,486,511,381,345,384,436,547,462,384,343,287,248,206,174,566,531,432,328,376,389,474,431,313,249,190,173,106,165,486,511,381,345,384,436,547,462,384,343,287,248,206
13,131,13121,3,LA MARINA,168,452,507,389,369,368,418,470,419,292,237,213,190,143,167,461,455,356,350,377,402,535,448,334,322,310,283,222,168,452,507,389,369,368,418,470,419,292,237,213,190,143,167,461,455,356,350,377,402,535,448,334,322,310,283,222,168,452,507,389,369,368,418,470,419,292,237,213,190,143,167,461,455,356,350,377,402,535,448,334,322,310,283,222
13,131,13121,4,MIGUEL DÁVILA,173,458,504,434,417,407,419,455,364,346,303,280,177,73,190,498,484,418,406,393,425,458,486,413,439,379,244,138,173,458,504,434,417,407,419,455,364,346,303,280,177,73,190,498,484,418,406,393,425,458,486,413,439,379,244,138,173,458,504,434,417,407,419,455,364,346,303,280,177,73,190,498,484,418,406,393,425,458,486,413,439,379,244,138
13,131,13121,5,LA FERIA,178,560,610,518,419,384,324,459,487,448,263,174,102,73,169,523,570,470,360,365,357,503,520,425,277,204,139,147,178,560,610,518,419,384,324,459,487,448,263,174,102,73,169,523,570,470,360,365,357,503,520,425,277,204,139,147,178,560,610,518,419,384,324,459,487,448,263,174,102,73,169,523,570,470,360,365,357,503,520,425,277,204,139,147
13,131,13121,6,LO VALLEDOR NORTE,182,577,585,560,452,424,355,422,452,375,203,124,68,49,195,525,561,526,461,392,345,433,492,391,273,146,107,111,182,577,585,560,452,424,355,422,452,375,203,124,68,49,195,525,561,526,461,392,345,433,492,391,273,146,107,111,182,577,585,560,452,424,355,422,452,375,203,124,68,49,195,525,561,526,461,392,345,433,492,391,273,146,107,111
13,131,13121,7,LO VALLEDOR SUR,163,558,550,441,368,336,346,449,488,422,257,128,88,76,167,468,510,411,362,318,381,440,524,435,266,184,149,178,163,558,550,441,368,336,346,449,488,422,257,128,88,76,167,468,510,411,362,318,381,440,524,435,266,184,149,178,163,558,550,441,368,336,346,449,488,422,257,128,88,76,167,468,510,411,362,318,381,440,524,435,266,184,149,178
13,131,13121,8,NAVIDAD,88,219,247,187,145,132,146,233,257,148,96,68,34,56,83,237,245,167,144,146,162,234,275,178,132,86,93,103,88,219,247,187,145,132,146,233,257,148,96,68,34,56,83,237,245,167,144,146,162,234,275,178,132,86,93,103,88,219,247,187,145,132,146,233,257,148,96,68,34,56,83,237,245,167,144,146,162,234,275,178,132,86,93,103
13,131,13122,1,JOSÉ ARRIETA,168,616,596,484,418,469,522,542,400,306,261,243,194,107,176,573,548,443,409,488,509,559,384,331,325,322,281,184,168,616,596,484,418,469,522,542,400,306,261,243,194,107,176,573,548,443,409,488,509,559,384,331,325,322,281,184,168,616,596,484,418,469,522,542,400,306,261,243,194,107,176,573,548,443,409,488,509,559,384,331,325,322,281,184
13,131,13122,2,PEÑALOLÉN,188,558,592,450,467,479,433,424,352,321,296,193,141,84,179,544,538,395,472,512,473,436,424,431,370,294,211,135,188,558,592,450,467,479,433,424,352,321,296,193,141,84,179,544,538,395,472,512,473,436,424,431,370,294,211,135,188,558,592,450,467,479,433,424,352,321,296,193,141,84,179,544,538,395,472,512,473,436,424,431,370,294,211,135
13,131,13122,3,LO HERMIDA,1091,2669,1918,1278,1651,2067,2377,2250,1720,1017,522,331,166,120,1096,2510,1881,1579,2110,2716,2824,2630,1741,969,562,458,323,208,1091,2669,1918,1278,1651,2067,2377,2250,1720,1017,522,331,166,120,1096,2510,1881,1579,2110,2716,2824,2630,1741,969,562,458,323,208,1091,2669,1918,1278,1651,2067,2377,2250,1720,1017,522,331,166,120,1096,2510,1881,1579,2110,2716,2824,2630,1741,969,562,458,323,208
13,131,13122,4,TORRES DE MACUL,257,684,648,552,562,591,487,460,449,442,432,263,145,73,245,614,659,565,616,625,545,558,581,563,475,393,207,138,257,684,648,552,562,591,487,460,449,442,432,263,145,73,245,614,659,565,616,625,545,558,581,563,475,393,207,138,257,684,648,552,562,591,487,460,449,442,432,263,145,73,245,614,659,565,616,625,545,558,581,563,475,393,207,138
13,131,13122,5,VIÑA MACUL,359,919,767,566,732,848,756,646,496,519,362,246,123,55,332,904,711,641,831,1000,850,713,670,646,463,269,167,114,359,919,767,566,732,848,756,646,496,519,362,246,123,55,332,904,711,641,831,1000,850,713,670,646,463,269,167,114,359,919,767,566,732,848,756,646,496,519,362,246,123,55,332,904,711,641,831,1000,850,713,670,646,463,269,167,114
13,131,13122,6,VILLA LOS LAGOS,248,822,775,624,621,776,849,632,402,308,400,410,241,84,321,803,736,581,584,748,872,594,394,366,520,508,357,179,248,822,775,624,621,776,849,632,402,308,400,410,241,84,321,803,736,581,584,748,872,594,394,366,520,508,357,179,248,822,775,624,621,776,849,632,402,308,400,410,241,84,321,803,736,581,584,748,872,594,394,366,520,508,357,179
13,131,13122,7,AVENIDA PARQUE,206,680,682,547,524,517,623,670,423,271,232,276,233,117,243,701,688,533,489,552,612,707,442,314,296,373,374,204,206,680,682,547,524,517,623,670,423,271,232,276,233,117,243,701,688,533,489,552,612,707,442,314,296,373,374,204,206,680,682,547,524,517,623,670,423,271,232,276,233,117,243,701,688,533,489,552,612,707,442,314,296,373,374,204
13,131,13122,8,QUEBRADA CAMARONES,235,687,662,551,459,555,590,516,430,331,333,268,176,94,230,641,641,478,493,586,638,581,483,462,431,383,234,172,235,687,662,551,459,555,590,516,430,331,333,268,176,94,230,641,641,478,493,586,638,581,483,462,431,383,234,172,235,687,662,551,459,555,590,516,430,331,333,268,176,94,230,641,641,478,493,586,638,581,483,462,431,383,234,172
13,131,13122,9,DIAGONAL LAS TORRES,247,640,621,456,476,518,549,507,438,360,257,143,85,62,274,696,611,460,525,578,555,564,475,362,227,191,123,96,247,640,621,456,476,518,549,507,438,360,257,143,85,62,274,696,611,460,525,578,555,564,475,362,227,191,123,96,247,640,621,456,476,518,549,507,438,360,257,143,85,62,274,696,611,460,525,578,555,564,475,362,227,191,123,96
13,131,13122,10,GABRIELA MISTRAL,204,590,566,441,408,451,513,513,422,336,235,204,142,90,211,580,565,499,428,487,529,550,452,338,285,246,224,134,204,590,566,441,408,451,513,513,422,336,235,204,142,90,211,580,565,499,428,487,529,550,452,338,285,246,224,134,204,590,566,441,408,451,513,513,422,336,235,204,142,90,211,580,565,499,428,487,529,550,452,338,285,246,224,134
13,131,13122,11,SIMÓN BOLIVAR,431,1191,1260,984,926,922,711,812,799,675,470,250,126,46,431,1163,1271,1012,932,903,862,1023,1033,827,502,334,169,79,431,1191,1260,984,926,922,711,812,799,675,470,250,126,46,431,1163,1271,1012,932,903,862,1023,1033,827,502,334,169,79,431,1191,1260,984,926,922,711,812,799,675,470,250,126,46,431,1163,1271,1012,932,903,862,1023,1033,827,502,334,169,79
13,131,13123,1,CONDELL,147,514,848,1023,912,694,525,363,342,288,249,201,127,101,145,572,910,1044,916,695,489,449,437,450,347,298,228,191,147,514,848,1023,912,694,525,363,342,288,249,201,127,101,145,572,910,1044,916,695,489,449,437,450,347,298,228,191,147,514,848,1023,912,694,525,363,342,288,249,201,127,101,145,572,910,1044,916,695,489,449,437,450,347,298,228,191
13,131,13123,2,PEDRO DE VALDIVIA,235,711,1040,1231,999,807,609,456,419,351,307,234,165,147,216,744,1147,1265,1078,919,681,574,620,562,418,408,297,278,235,711,1040,1231,999,807,609,456,419,351,307,234,165,147,216,744,1147,1265,1078,919,681,574,620,562,418,408,297,278,235,711,1040,1231,999,807,609,456,419,351,307,234,165,147,216,744,1147,1265,1078,919,681,574,620,562,418,408,297,278
13,131,13123,3,LOS LEONES,207,789,1393,1584,1243,877,651,585,574,487,501,425,311,236,253,843,1530,1616,1240,915,727,680,697,779,761,664,505,476,207,789,1393,1584,1243,877,651,585,574,487,501,425,311,236,253,843,1530,1616,1240,915,727,680,697,779,761,664,505,476,207,789,1393,1584,1243,877,651,585,574,487,501,425,311,236,253,843,1530,1616,1240,915,727,680,697,779,761,664,505,476
13,131,13123,4,POCURO,336,985,1372,1921,1831,1426,967,883,827,710,620,517,367,238,359,1116,1589,2106,1982,1523,1134,1080,1078,1024,903,825,612,483,336,985,1372,1921,1831,1426,967,883,827,710,620,517,367,238,359,1116,1589,2106,1982,1523,1134,1080,1078,1024,903,825,612,483,336,985,1372,1921,1831,1426,967,883,827,710,620,517,367,238,359,1116,1589,2106,1982,1523,1134,1080,1078,1024,903,825,612,483
13,131,13123,5,DIEGO DE ALMAGRO,78,246,308,342,352,266,229,204,199,169,152,129,95,65,75,245,322,377,349,301,281,247,279,241,198,183,143,120,78,246,308,342,352,266,229,204,199,169,152,129,95,65,75,245,322,377,349,301,281,247,279,241,198,183,143,120,78,246,308,342,352,266,229,204,199,169,152,129,95,65,75,245,322,377,349,301,281,247,279,241,198,183,143,120
13,131,13123,6,PARQUE BUSTAMANTE,71,286,560,688,517,406,256,204,166,161,125,144,91,57,105,344,594,660,557,343,222,226,240,231,212,208,157,116,71,286,560,688,517,406,256,204,166,161,125,144,91,57,105,344,594,660,557,343,222,226,240,231,212,208,157,116,71,286,560,688,517,406,256,204,166,161,125,144,91,57,105,344,594,660,557,343,222,226,240,231,212,208,157,116
13,131,13123,7,PEDRO DE VALDIVIA NORTE,72,204,244,256,269,236,212,177,129,117,74,71,70,59,69,220,237,257,293,247,213,187,191,167,128,128,111,91,72,204,244,256,269,236,212,177,129,117,74,71,70,59,69,220,237,257,293,247,213,187,191,167,128,128,111,91,72,204,244,256,269,236,212,177,129,117,74,71,70,59,69,220,237,257,293,247,213,187,191,167,128,128,111,91
13,131,13123,8,HOSPITAL MILITAR,59,235,463,519,360,233,155,127,107,92,80,61,40,32,70,295,526,486,336,212,134,121,127,126,118,103,76,54,59,235,463,519,360,233,155,127,107,92,80,61,40,32,70,295,526,486,336,212,134,121,127,126,118,103,76,54,59,235,463,519,360,233,155,127,107,92,80,61,40,32,70,295,526,486,336,212,134,121,127,126,118,103,76,54
13,131,13124,1,MUNICIPALIDAD,181,440,458,320,291,408,488,351,221,146,229,278,177,72,157,441,397,301,305,398,443,341,242,201,370,360,234,119,181,440,458,320,291,408,488,351,221,146,229,278,177,72,157,441,397,301,305,398,443,341,242,201,370,360,234,119,181,440,458,320,291,408,488,351,221,146,229,278,177,72,157,441,397,301,305,398,443,341,242,201,370,360,234,119
13,131,13124,2,EMBALSE LO PRADO,454,1240,1104,937,977,1236,1106,842,651,501,432,301,149,69,445,1190,1130,935,1122,1321,1096,914,698,616,494,364,210,117,454,1240,1104,937,977,1236,1106,842,651,501,432,301,149,69,445,1190,1130,935,1122,1321,1096,914,698,616,494,364,210,117,454,1240,1104,937,977,1236,1106,842,651,501,432,301,149,69,445,1190,1130,935,1122,1321,1096,914,698,616,494,364,210,117
13,131,13124,3,BARRANCAS,147,426,458,318,290,302,327,372,326,203,180,135,95,49,150,391,445,312,277,306,331,350,300,258,206,181,124,111,147,426,458,318,290,302,327,372,326,203,180,135,95,49,150,391,445,312,277,306,331,350,300,258,206,181,124,111,147,426,458,318,290,302,327,372,326,203,180,135,95,49,150,391,445,312,277,306,331,350,300,258,206,181,124,111
13,131,13124,4,LA ESTRELLA,245,682,625,465,433,526,535,583,449,346,274,210,198,92,270,630,614,482,450,583,557,585,453,364,359,315,286,179,245,682,625,465,433,526,535,583,449,346,274,210,198,92,270,630,614,482,450,583,557,585,453,364,359,315,286,179,245,682,625,465,433,526,535,583,449,346,274,210,198,92,270,630,614,482,450,583,557,585,453,364,359,315,286,179
13,131,13124,5,ESTRELLA DE CHILE,166,503,499,385,305,299,312,489,363,273,167,150,124,94,165,473,470,360,303,316,382,500,435,232,186,199,199,137,166,503,499,385,305,299,312,489,363,273,167,150,124,94,165,473,470,360,303,316,382,500,435,232,186,199,199,137,166,503,499,385,305,299,312,489,363,273,167,150,124,94,165,473,470,360,303,316,382,500,435,232,186,199,199,137
13,131,13124,6,SANTA CORINA,1454,4319,4378,3284,2865,2618,2566,3504,3209,2040,1085,582,313,139,1436,4109,4283,3505,3017,2790,3454,4492,3708,2352,1293,811,497,323,1454,4319,4378,3284,2865,2618,2566,3504,3209,2040,1085,582,313,139,1436,4109,4283,3505,3017,2790,3454,4492,3708,2352,1293,811,497,323,1454,4319,4378,3284,2865,2618,2566,3504,3209,2040,1085,582,313,139,1436,4109,4283,3505,3017,2790,3454,4492,3708,2352,1293,811,497,323
13,131,13124,7,LO AGUIRRE,238,557,464,638,837,960,772,557,348,226,143,100,52,25,231,548,511,745,1021,1007,683,477,324,238,146,109,54,46,238,557,464,638,837,960,772,557,348,226,143,100,52,25,231,548,511,745,1021,1007,683,477,324,238,146,109,54,46,238,557,464,638,837,960,772,557,348,226,143,100,52,25,231,548,511,745,1021,1007,683,477,324,238,146,109,54,46
13,131,13124,8,PUDAHUEL,44,125,110,88,114,103,106,81,84,56,35,26,12,16,42,120,119,101,102,108,104,90,63,47,35,21,9,7,44,125,110,88,114,103,106,81,84,56,35,26,12,16,42,120,119,101,102,108,104,90,63,47,35,21,9,7,44,125,110,88,114,103,106,81,84,56,35,26,12,16,42,120,119,101,102,108,104,90,63,47,35,21,9,7
13,131,13124,9,FEDERICO ERRÁZURIZ,267,717,722,638,672,672,480,390,431,528,328,214,89,41,264,707,708,648,761,659,488,503,664,712,433,230,125,68,267,717,722,638,672,672,480,390,431,528,328,214,89,41,264,707,708,648,761,659,488,503,664,712,433,230,125,68,267,717,722,638,672,672,480,390,431,528,328,214,89,41,264,707,708,648,761,659,488,503,664,712,433,230,125,68
13,131,13124,10,SAN DANIEL,167,498,565,394,355,349,367,502,424,244,177,128,165,102,170,505,513,379,327,390,396,543,434,236,204,235,224,153,167,498,565,394,355,349,367,502,424,244,177,128,165,102,170,505,513,379,327,390,396,543,434,236,204,235,224,153,167,498,565,394,355,349,367,502,424,244,177,128,165,102,170,505,513,379,327,390,396,543,434,236,204,235,224,153
13,131,13125,1,QUILICURA,456,1357,1647,1624,1494,1411,1200,932,896,817,514,310,161,64,469,1326,1663,1647,1500,1474,1180,1120,1073,899,626,362,228,152,456,1357,1647,1624,1494,1411,1200,932,896,817,514,310,161,64,469,1326,1663,1647,1500,1474,1180,1120,1073,899,626,362,228,152,456,1357,1647,1624,1494,1411,1200,932,896,817,514,310,161,64,469,1326,1663,1647,1500,1474,1180,1120,1073,899,626,362,228,152
13,131,13125,2,LO ECHEVERS,1634,4418,4580,3769,3361,3459,3481,3076,2284,1420,685,450,245,148,1604,4291,4249,3627,3566,3767,3747,3480,2478,1523,913,591,389,242,1634,4418,4580,3769,3361,3459,3481,3076,2284,1420,685,450,245,148,1604,4291,4249,3627,3566,3767,3747,3480,2478,1523,913,591,389,242,1634,4418,4580,3769,3361,3459,3481,3076,2284,1420,685,450,245,148,1604,4291,4249,3627,3566,3767,3747,3480,2478,1523,913,591,389,242
13,131,13125,3,SAN IGNACIO,14,42,18,21,20,30,26,23,18,12,5,8,4,2,9,40,21,20,20,19,20,20,20,8,8,,,5,14,42,18,21,20,30,26,23,18,12,5,8,4,2,9,40,21,20,20,19,20,20,20,8,8,,,5,14,42,18,21,20,30,26,23,18,12,5,8,4,2,9,40,21,20,20,19,20,20,20,8,8,,,5
13,131,13125,4,MANUEL ANTONIO MATTA,1197,3056,2713,2143,2232,2763,2757,2615,1891,1225,790,493,253,119,1220,3047,2673,2235,2615,3331,3165,2736,2058,1380,1009,670,415,249,1197,3056,2713,2143,2232,2763,2757,2615,1891,1225,790,493,253,119,1220,3047,2673,2235,2615,3331,3165,2736,2058,1380,1009,670,415,249,1197,3056,2713,2143,2232,2763,2757,2615,1891,1225,790,493,253,119,1220,3047,2673,2235,2615,3331,3165,2736,2058,1380,1009,670,415,249
13,131,13126,1,MUNICIPALIDAD,114,376,345,298,299,309,258,299,247,189,162,119,100,63,131,332,309,290,321,321,293,325,304,218,187,160,137,117,114,376,345,298,299,309,258,299,247,189,162,119,100,63,131,332,309,290,321,321,293,325,304,218,187,160,137,117,114,376,345,298,299,309,258,299,247,189,162,119,100,63,131,332,309,290,321,321,293,325,304,218,187,160,137,117
13,131,13126,2,CARRASCAL,204,619,596,550,501,516,489,538,461,364,319,220,139,95,205,591,570,498,498,511,505,603,562,471,377,284,230,197,204,619,596,550,501,516,489,538,461,364,319,220,139,95,205,591,570,498,498,511,505,603,562,471,377,284,230,197,204,619,596,550,501,516,489,538,461,364,319,220,139,95,205,591,570,498,498,511,505,603,562,471,377,284,230,197
13,131,13126,3,YUNGAY,170,591,882,840,661,529,375,303,224,150,86,73,37,26,182,563,862,878,733,581,453,377,303,199,117,90,69,58,170,591,882,840,661,529,375,303,224,150,86,73,37,26,182,563,862,878,733,581,453,377,303,199,117,90,69,58,170,591,882,840,661,529,375,303,224,150,86,73,37,26,182,563,862,878,733,581,453,377,303,199,117,90,69,58
13,131,13126,4,VILLA SANA,91,256,331,241,212,224,198,185,199,131,102,106,65,44,88,279,318,219,169,196,213,204,193,145,139,112,105,72,91,256,331,241,212,224,198,185,199,131,102,106,65,44,88,279,318,219,169,196,213,204,193,145,139,112,105,72,91,256,331,241,212,224,198,185,199,131,102,106,65,44,88,279,318,219,169,196,213,204,193,145,139,112,105,72
